text,language,source
"upasthānavranādeśa- % caryāśuddhiprakāśanam // Ang_2,1.5 //",Sanskrit,GRETIL
sa dharmastu kṛto jñeyaḥ $ svādhiṣṭhānaka eva vai &,Sanskrit,GRETIL
"caturbhiḥ sādhanaiścaiva % dharmaḥ proktaḥ sanātanaḥ // Ang_2,1.6 //",Sanskrit,GRETIL
kṛtvā pūrvamudāhārya $ yathoktaṃ dharmakartṛbhiḥ &,Sanskrit,GRETIL
"paścātkāryānusāreṇa % śaktyā kuryuranugraham // Ang_2,1.7 //",Sanskrit,GRETIL
yatpūrvamṛṣibhiḥ proktaṃ $ dharmaśāstramanuttamam &,Sanskrit,GRETIL
"tatpramāṇaṃ tu sarveṣāṃ % lokadharmānuvarṇanam // Ang_2,1.8 //",Sanskrit,GRETIL
na hi teṣāmatikramya $ vacanāni mahātmanām &,Sanskrit,GRETIL
"prajñānairapi vidvadbhiḥ % śakyamanyatprabhāṣitum // Ang_2,1.9 //",Sanskrit,GRETIL
svābhiprāyakṛtaṃ karma $ vidhivijñānavarjitam &,Sanskrit,GRETIL
"krīḍākarmeva bālānāṃ % tatsarvaṃ syānnirarthakam // Ang_2,1.10 //",Sanskrit,GRETIL
ityaṅgirasadharmaśāstre upoddhāto nāma prathamo 'dhyāyaḥ,Sanskrit,GRETIL
dvitīyo 'dhyāyaḥ,Sanskrit,GRETIL
ata ūrdhvaṃ pravakṣyāmi $ copasthānasya lakṣaṇam &,Sanskrit,GRETIL
"upasthito hi nyāyena % vratādeśanamarhati // Ang_2,2.1 //",Sanskrit,GRETIL
sadyo niḥsaṃśayaḥ pāpo $ na bhuñjītānupasthitaḥ &,Sanskrit,GRETIL
"bhuñjāno vardhayet pāpaṃ % pariṣadyatra vartate // Ang_2,2.2 //",Sanskrit,GRETIL
saṃśaye na tu bhoktavyaṃ $ yāvatkāryaviniścayaḥ &,Sanskrit,GRETIL
"pramāṇenaiva kartavyaṃ % yāvadāśāsanaṃ tathā // Ang_2,2.3 //",Sanskrit,GRETIL
kṛtvā pāpaṃ na gūheta $ gūhyamānaṃ tu vardhate &,Sanskrit,GRETIL
"svalpaṃ vātha prabhūtaṃ vā % dharmavidbhyo nivedayet // Ang_2,2.4 //",Sanskrit,GRETIL
te hi pāpakṛtāṃ vaidyā $ boddhāraścaiva pāpmanām &,Sanskrit,GRETIL
"duḥkhasyaiva yathā vaidyāḥ % siddhimanto rujāyatām // Ang_2,2.5 //",Sanskrit,GRETIL
prāyaścitte samutpanne $ śrīmān satyaparāyaṇaḥ &,Sanskrit,GRETIL
"mṛdurārjavasaṃpannaḥ % śuddhiṃ yāyāddvijaḥ sadā // Ang_2,2.6 //",Sanskrit,GRETIL
sacelaṃ vāgyataḥ snātvā $ klinnavāsāḥ samāhitaḥ &,Sanskrit,GRETIL
"kṣatriyo vātha vaiśyo vā % tataḥ pariṣadaṃ vrajet // Ang_2,2.7 //",Sanskrit,GRETIL
upasthānaṃ tataḥ śīghram $ artimān dharaṇīṃ vrajan &,Sanskrit,GRETIL
"gātraiśca śirasā caiva % na ca kiṃcidudāharet // Ang_2,2.8 //",Sanskrit,GRETIL
tataste praṇipātena $ dṛṣṭvā taṃ samupasthitam &,Sanskrit,GRETIL
"viprāḥ pṛcchanti yatkāryam % upaveśyāsane śubhe // Ang_2,2.9 //",Sanskrit,GRETIL
kiṃ te kāryaṃ kimarthaṃ vā $ kiṃ vā mṛgayase dvija &,Sanskrit,GRETIL
"parṣadi brūhi tatsarvaṃ % yatkāryaṃ hitamātmanaḥ // Ang_2,2.10 //",Sanskrit,GRETIL
ityāṅgirasadharmaśāstre pariṣadupasthānaṃ nāma dvitīyo 'dhyāyaḥ,Sanskrit,GRETIL
tṛtīyo 'dhyāyaḥ,Sanskrit,GRETIL
satyena dyotate rājā $ satyena dyotate raviḥ &,Sanskrit,GRETIL
"satyena dyotate vahniḥ % satye sarvaṃ pratiṣṭhitam // Ang_2,3.1 //",Sanskrit,GRETIL
bhūrbhuvaḥsvastrayolokās $ te 'pi satye pratiṣṭhitāḥ &,Sanskrit,GRETIL
"asmākaṃ caiva sarveṣāṃ % satyameva parā gatiḥ // Ang_2,3.2 //",Sanskrit,GRETIL
yadi cedvakṣyate satyaṃ $ niyataṃ prāpyate sukham &,Sanskrit,GRETIL
"yadgṛhīto hyasatyena % na ca śudhyeta karhicit // Ang_2,3.3 //",Sanskrit,GRETIL
satyenaiva viśudhyanti $ śuddhikāmāśca mānavāḥ &,Sanskrit,GRETIL
"tasmātprabrūhi yatsatyam % ādimadhyāvasānakam // Ang_2,3.4 //",Sanskrit,GRETIL
evaṃ taiḥ samanujñātaḥ $ satyaṃ brūyādaśeṣataḥ &,Sanskrit,GRETIL
"tasminnivedite kārye % 'pasāryo yastu kāryavān // Ang_2,3.5 //",Sanskrit,GRETIL
tasminnutsārite pāpe $ yathāvaddharmapāṭhakāḥ &,Sanskrit,GRETIL
"te tathā tatra kalpeyur % vimṛśantaḥ parasparam // Ang_2,3.6 //",Sanskrit,GRETIL
āptadharmeṣu yatproktaṃ $ yacca sānugrahaṃ bhavet &,Sanskrit,GRETIL
"pariṣat saṃpadaścaiva % kāryāṇāṃ ca balābalam // Ang_2,3.7 //",Sanskrit,GRETIL
prāpya deśaṃ ca kālaṃ ca $ yacca kāryāntaraṃ bhavet &,Sanskrit,GRETIL
"pariṣaccintya tatsarvaṃ % prāyaścittaṃ vinirdiśet // Ang_2,3.8 //",Sanskrit,GRETIL
sarveṣāṃ niścitaṃ yatsyād $ yacca prāṇānna pātayet &,Sanskrit,GRETIL
"āhūya śrāvayedeko % yaḥ pariṣanniyojitaḥ // Ang_2,3.9 //",Sanskrit,GRETIL
śṛṇuṣva bho idaṃ vipra $ yatta ādiśyate vratam &,Sanskrit,GRETIL
"tattadyatnena kartavyam % anyathā te vṛthā bhavet // Ang_2,3.10 //",Sanskrit,GRETIL
yadā ca te bhaveccīrṇaṃ $ tadā śuddhiprakāśanam &,Sanskrit,GRETIL
"kāryaṃ sarvaprayatnena % na śaktyā viprapūjitam // Ang_2,3.11 //",Sanskrit,GRETIL
ityāṅgirasadharmaśāstre prāyaścittavidhānaṃ nāma tṛtīyo 'dhyāyaḥ,Sanskrit,GRETIL
caturtho 'dhyāyaḥ,Sanskrit,GRETIL
prāyo nāma tapaḥ proktaṃ $ cittaṃ niścaya ucyate &,Sanskrit,GRETIL
"taponiścayasaṃyogāt % prāyaścittamiti smṛtam // Ang_2,4.1 //",Sanskrit,GRETIL
prāyaścittasamaṃ cittaṃ $ cārayitvā pradīyate &,Sanskrit,GRETIL
"parṣadā kriyate yattat % prāyaścittamiti smṛtam // Ang_2,4.2 //",Sanskrit,GRETIL
catvāro vā trayo vāpi $ vedavedāgnihotriṇaḥ &,Sanskrit,GRETIL
"ye tu samyaksthitā viprāḥ % kāryākāryaviniścitāḥ // Ang_2,4.3 //",Sanskrit,GRETIL
prāyaścittapraṇetāraḥ $ saptaite parikīrtitāḥ &,Sanskrit,GRETIL
"ekaviṃśatibhiścānyaiḥ % pārṣadatvaṃ samāgataiḥ // Ang_2,4.4 //",Sanskrit,GRETIL
sāvitrīmātrasāraistu $ cīrṇavedavratairdvijaiḥ &,Sanskrit,GRETIL
yatīnāmātmavidyānāṃ % dhyāyināmātmavedinām \,Sanskrit,GRETIL
"śirovrataiśca snātānām # eko 'pi pariṣadbhavet // Ang_2,4.5 //",Sanskrit,GRETIL
evaṃ pūrvaṃ mayāpyuktaṃ $ teṣāṃ ye ye pare pare &,Sanskrit,GRETIL
"svavṛtyā parituṣṭānāṃ % pariṣattvamudāhṛtam // Ang_2,4.6 //",Sanskrit,GRETIL
eṣāṃ laghuṣu kāryeṣu $ madhyameṣu ca madhyamā &,Sanskrit,GRETIL
"mahāpātakacintāsu % śataśo bhūya eva vā // Ang_2,4.7 //",Sanskrit,GRETIL
ata ūrdhvaṃ tu ye viprāḥ $ kevalaṃ nāmadhārakāḥ &,Sanskrit,GRETIL
"pariṣattvaṃ na teṣvasti % sahasraguṇiteṣvapi // Ang_2,4.8 //",Sanskrit,GRETIL
janmaśārīravidyābhir $ ācāreṇa śrutena ca &,Sanskrit,GRETIL
"dharmeṇa ca yathoktena % brāhmaṇatvaṃ vidhīyate // Ang_2,4.9 //",Sanskrit,GRETIL
citrakarma yathānekair $ aṅgairunmīlyate śanaiḥ &,Sanskrit,GRETIL
"brāhmaṇyamapi tadvatsyāt % saṃskārairmantrapūrvakaiḥ // Ang_2,4.10 //",Sanskrit,GRETIL
ityāṅgirasadharmaśāstre pariṣallakṣaṇaṃ nāma caturtho 'dhyāyaḥ,Sanskrit,GRETIL
pañcamo 'dhyāyaḥ,Sanskrit,GRETIL
cāturvedyo vikalpī ce $ aṅgaviddharmapāṭhakaḥ &,Sanskrit,GRETIL
"trayaścāśramiṇo mukhyā % parṣadeṣā daśāvarā // Ang_2,5.1 //",Sanskrit,GRETIL
caturṇāmapi vedānāṃ $ pāragā ye dvijottamāḥ &,Sanskrit,GRETIL
"svaiḥ svairaṅgairvināpyete % cāturvedyā iti smṛtāḥ // Ang_2,5.2 //",Sanskrit,GRETIL
dharmamya parṣadaścaiva $ prāyaścittakramasya ca &,Sanskrit,GRETIL
"trayāṇāṃ yaḥ pramāṇajñaḥ % sa vikalpī bhaveddvijaḥ // Ang_2,5.3 //",Sanskrit,GRETIL
śabde chandasi kalpe ca $ śikṣāyāṃ caiva niścayaḥ &,Sanskrit,GRETIL
"jyotiṣāmayane caiva % sanirukte 'ṅgavidbhavet // Ang_2,5.4 //",Sanskrit,GRETIL
vedavidyāvratasnātaḥ $ kulaśīlasamanvitaḥ &,Sanskrit,GRETIL
"anekadharmaśāstrajñaḥ % paṭhyate dharmapāṭhakaḥ // Ang_2,5.5 //",Sanskrit,GRETIL
brahmacaryāśramādūrdhvam $ āśramādvṛddha ucyate &,Sanskrit,GRETIL
"eṣāmeva tu vṛddhānāṃ % ya ete saṃprakīrtitāḥ // Ang_2,5.6 //",Sanskrit,GRETIL
pariṣadbrāhmaṇānāṃ ca $ rājñāṃ sā dviguṇā smṛtā &,Sanskrit,GRETIL
"vaiśyānāṃ triguṇā caiva % parṣadvacca vrataṃ smṛtam // Ang_2,5.7 //",Sanskrit,GRETIL
brāhmaṇo brāhmaṇānāṃ tu $ kṣatriyāṇāṃ tu pāṭhakaḥ &,Sanskrit,GRETIL
"vaiśyānāṃ caiva yo praṣṭā % ta eva vratadāḥ smṛtāḥ // Ang_2,5.8 //",Sanskrit,GRETIL
aguruḥ kṣatriyāṇāṃ tu $ vaiśyānāṃ cāpyayājakaḥ &,Sanskrit,GRETIL
"prāyaścittaṃ samādiśya % taptakṛcchraṃ samācaret // Ang_2,5.9 //",Sanskrit,GRETIL
evamuddiśya varṇeṣu $ kṣatriyādiṣu darśanam &,Sanskrit,GRETIL
"pravṛttānāṃ tu vakṣyāmi % prāyaścittamanuttamam // Ang_2,5.10 //",Sanskrit,GRETIL
śūdraḥ kālena śudhyeta $ gobrāhmaṇahite rataḥ &,Sanskrit,GRETIL
"dānairvāpyupavāsairvā % dvijaśuśrūṣaṇe rataḥ // Ang_2,5.11 //",Sanskrit,GRETIL
api vā mārgamālambya $ kṣatradharmeṣu tiṣṭhataḥ &,Sanskrit,GRETIL
"antarā brāhmaṇaṃ kṛtvā % tato 'sya vratamādiśet // Ang_2,5.12 //",Sanskrit,GRETIL
tasmācchūdraṃ samāsādya $ tathā dharmapathe sthitaḥ &,Sanskrit,GRETIL
"prāyaścittaṃ pradātavyaṃ % dharmavedavivarjitam // Ang_2,5.13 //",Sanskrit,GRETIL
āpanno yena vā dharmo $ vrataṃ vā yena tuṣyati &,Sanskrit,GRETIL
"brāhmaṇānāṃ prasādena % saṃtāryaḥ sarva eva hi // Ang_2,5.14 //",Sanskrit,GRETIL
ityāṅgirasadharmaśāstre prāyaścittaniyantukathanaṃ nāma pañcamo 'dhyāyaḥ,Sanskrit,GRETIL
ṣaṣṭho 'dhyāyaḥ,Sanskrit,GRETIL
paṇe tu parṣapakalpasya $ kalpasya pariṣadbalam &,Sanskrit,GRETIL
"kāriṇaścāpyupasthānaṃ % balaṃ samyaṅniveditam // Ang_2,6.1 //",Sanskrit,GRETIL
akalpā pariṣadyatra $ kalpo vā pariṣadvinā &,Sanskrit,GRETIL
"kāryaṃ vāpyanyathoktaṃ vā % śuddhistatrāsya durlabhā // Ang_2,6.2 //",Sanskrit,GRETIL
pariṣatkalpato kāryā $ yathā sarve balīyasaḥ &,Sanskrit,GRETIL
"bhavanti na tathā pāpaṃ % tasmin yoge 'vatīryate // Ang_2,6.3 //",Sanskrit,GRETIL
evametatsamāsādya $ tadyogaṃ ca praṇaśyati &,Sanskrit,GRETIL
"mahatyāṃ cāmbhasi kṣiptaṃ % yathālpalavaṇaṃ tathā // Ang_2,6.4 //",Sanskrit,GRETIL
etadyogapradhānāya $ kāryāṇi pariśodhane &,Sanskrit,GRETIL
"taddravyaṃ karṇasaṃyogād % vaktrāṇāmiva śodhane // Ang_2,6.5 //",Sanskrit,GRETIL
yatpāpaṃ śāmyamānasya $ karturdharmeṇa śāstrataḥ &,Sanskrit,GRETIL
"tadvadvacchati kārtsnyena % bhāgaśaḥ prabravīmi te // Ang_2,6.6 //",Sanskrit,GRETIL
gururātmavatāṃ śāstā $ śāstā rājā durātmanām &,Sanskrit,GRETIL
"antaḥpracchannapāpānāṃ % śāstā vaivasvato yamaḥ // Ang_2,6.7 //",Sanskrit,GRETIL
gurū rājā yamo vāpi $ śāstā dharmeṇa yujyate &,Sanskrit,GRETIL
"śāstā samucyate pāpād % āhato bhayataḥ śubham // Ang_2,6.8 //",Sanskrit,GRETIL
prāyaścitte yadā cīrṇe $ brāhmaṇe dagdhakilbiṣe &,Sanskrit,GRETIL
"dharmaṃ pṛcchāmi tattvena % tatpāpaṃ kva nu tiṣṭhati // Ang_2,6.9 //",Sanskrit,GRETIL
naiva gacchati kartāraṃ $ naiva gacchati pārṣadam &,Sanskrit,GRETIL
"mārutārkāṃśusaṃyogāj % jalavatsaṃpraśīryate // Ang_2,6.10 //",Sanskrit,GRETIL
teṣāṃ tretāgninā dagdhaṃ $ pāvakasya tu dhīmataḥ &,Sanskrit,GRETIL
"naśyate nātra saṃdehaḥ % sūryadṛṣṭirhimaṃ yathā // Ang_2,6.11 //",Sanskrit,GRETIL
prabrūyātpakṣato yacca $ bāhyaṃ yaccāpi parṣadaḥ &,Sanskrit,GRETIL
"gacchatastāvubhau mūḍhau % narakaṃ tena karmaṇā // Ang_2,6.12 //",Sanskrit,GRETIL
ajānan yastu vibrūyāj $ jānanvāpyanyathā vadet &,Sanskrit,GRETIL
"ubhayorhi tayordoṣaḥ % pakṣayorubhayorapi // Ang_2,6.13 //",Sanskrit,GRETIL
ajānānāṃ ca dātḥṇām $ adatḥṇāṃ ca jānatām &,Sanskrit,GRETIL
"evaṃ bhavenmahādoṣas % tasmājjñātvā vadetsadā // Ang_2,6.14 //",Sanskrit,GRETIL
yattu dattamajānadbhiḥ $ prāyaścittaṃ samāgataiḥ &,Sanskrit,GRETIL
"tatpāpaṃ śatadhā bhūtvā % dātḥnevopatiṣṭhati // Ang_2,6.15 //",Sanskrit,GRETIL
ye tu samyaksthitā viprā $ dharmavedāṅgapāragāḥ &,Sanskrit,GRETIL
"śaktāste tāraṇe teṣām % ātmano 'nugrahasya ca // Ang_2,6.16 //",Sanskrit,GRETIL
ityāṅgirasadharmaśāstre prāyaścittācārakathanaṃ nāma ṣaṣṭho 'dhyāyaḥ,Sanskrit,GRETIL
saptamo 'dhyāyaḥ,Sanskrit,GRETIL
ārtānāṃ mārgamāṇānāṃ $ prāyaścitāni ye dvijāḥ &,Sanskrit,GRETIL
"jānanto na prayacchanti % te ca yānti samaṃ tu taiḥ // Ang_2,7.1 //",Sanskrit,GRETIL
tasmādārtaṃ samāsādya $ brāhmaṇaṃ tu viśeṣataḥ &,Sanskrit,GRETIL
"jānadbhiḥ parṣadaḥ panthā % na hātavyaḥ parāṅmukhaiḥ // Ang_2,7.2 //",Sanskrit,GRETIL
prāyaścittaṃ vaktavyam,Sanskrit,GRETIL
tasya kārye vratādeśaḥ $ pramāṇārthaṃ hi dātṛbhiḥ &,Sanskrit,GRETIL
"ajñānādupadeṣṭavyaḥ % kramaśaḥ sarva eva vā // Ang_2,7.3 //",Sanskrit,GRETIL
bhayādabhyuttaretkaścid $ bhayārtaṃ brāhmaṇaṃ kvacit &,Sanskrit,GRETIL
"evaṃ pāpātsamuddhṛtya % tena tulyaphalo bhavet // Ang_2,7.4 //",Sanskrit,GRETIL
anarthitairanāhutair $ apṛṣṭaiśca yathāvidhi &,Sanskrit,GRETIL
"prāyaścittaṃ na dātavyaṃ % jānadbhirapi ca dvijaiḥ // Ang_2,7.5 //",Sanskrit,GRETIL
tasmājjanaiḥ pradātavyam $ anujñāpya ca parṣadam &,Sanskrit,GRETIL
"na cānyeṣu prajalpatsu % caivaṃ dharmo na hīyate // Ang_2,7.6 //",Sanskrit,GRETIL
pātakeṣu śataṃ parṣat $ sahasraṃ mahadādiṣu &,Sanskrit,GRETIL
"upapāpeṣu pañcāśat % svalpaṃ svalpeṣu niścayaḥ // Ang_2,7.7 //",Sanskrit,GRETIL
pañcamahāpātakinaḥ,Sanskrit,GRETIL
brahmahā svarṇahārī ca $ surāpo gurutalpagaḥ &,Sanskrit,GRETIL
"etaiḥ saṃyujyate yo 'nyaḥ % patitaiḥ saha pañcamaḥ // Ang_2,7.8 //",Sanskrit,GRETIL
patitāḥ,Sanskrit,GRETIL
nārīpuruṣahantā ca $ kanyādūṣī gavāṃ ca hā &,Sanskrit,GRETIL
catvāraḥ patitā proktā % yathā vai brahmahādayaḥ \,Sanskrit,GRETIL
"upapātakāstvasaṃkhyātās # te ca goghnādayastathā // Ang_2,7.9 //",Sanskrit,GRETIL
ityāṅgirasadharmaśāstre pāpaparigaṇanaṃ nāma saptamo 'dhyāyaḥ,Sanskrit,GRETIL
aṣṭamo 'dhyāyaḥ,Sanskrit,GRETIL
pratigrahe,Sanskrit,GRETIL
āhitāgnistu yo vipraḥ $ pratigṛhṇāti śūdrataḥ &,Sanskrit,GRETIL
"bhoktḥṇāṃ samatāṃ yāti % tiryagyoniṃ ca gacchati // Ang_2,8.1 //",Sanskrit,GRETIL
śūdrānnabhojane,Sanskrit,GRETIL
yastu vedamadhīyāno $ bhuṅkte śūdrānnameva ca &,Sanskrit,GRETIL
"śūdre vedaphalaṃ yāti % śūdratvaṃ ca sa gacchati // Ang_2,8.2 //",Sanskrit,GRETIL
śūdraṃ praśasya svastivacane,Sanskrit,GRETIL
ghrātvā pītvā nirīkṣyātha $ spṛṣṭvā ca pratigṛhya ca &,Sanskrit,GRETIL
"praśasya svasti cetyuktvā % bhoktā eva na saṃśayaḥ // Ang_2,8.3 //",Sanskrit,GRETIL
ete doṣā bhavantīha $ śūdrānnasya parigrahe &,Sanskrit,GRETIL
"anugrahaṃ tu vakṣyāmi % manunā coditaṃ purā // Ang_2,8.4 //",Sanskrit,GRETIL
āmaṃ vā yadi vā pakvaṃ $ śūdrānnamupasevate &,Sanskrit,GRETIL
"kilbiṣaṃ bhuñjate bhoktā % yaśca vipraḥ purohitaḥ // Ang_2,8.5 //",Sanskrit,GRETIL
pratigṛhyānyebhyo dātavyam,Sanskrit,GRETIL
guruvahnyatithīnāṃ tu $ bhṛtyānāṃ tu viśeṣataḥ &,Sanskrit,GRETIL
"pratigṛhya pradātavyaṃ % na bhuñjīta svayaṃ tataḥ // Ang_2,8.6 //",Sanskrit,GRETIL
śūdrānnarasapuṣṭādhīyānasya,Sanskrit,GRETIL
śūdrānnarasapuṣṭasya $ cādhīyānasya nityaśaḥ &,Sanskrit,GRETIL
"japato juhvato vāpi % gatirūrdhvaṃ na vidyate // Ang_2,8.7 //",Sanskrit,GRETIL
ṣaṇmāsaṃ bhuktau,Sanskrit,GRETIL
ṣaṇmāsānatha yo bhuṅkte $ śūdrasyānnaṃ nirantaram &,Sanskrit,GRETIL
"jīvanneva bhavecchūdro % mṛtaḥ śvā cābhijāyate // Ang_2,8.8 //",Sanskrit,GRETIL
akṛtvaiva nivṛttiṃ yaḥ $ śūdrānnānmriyate dvijaḥ &,Sanskrit,GRETIL
"āhitāgnirviśeṣeṇa % sa śūdragatibhāgbhavet // Ang_2,8.9 //",Sanskrit,GRETIL
pakvānnavarja viprebhyo $ godhānyaṃ kṣatriyādapi &,Sanskrit,GRETIL
"vaiśyāttu sarvadhānyāni % śadrāddhānyaṃ na kiṃcana // Ang_2,8.10 //",Sanskrit,GRETIL
anūdakaṃ tu tatsarvaṃ $ gandhamālyavivarjitam &,Sanskrit,GRETIL
"yathā varṇeṣu yaddattaṃ % pratigṛhṇīta vai dvijaḥ // Ang_2,8.11 //",Sanskrit,GRETIL
yatta kṣetragataṃ dhānyaṃ $ khale vā kaṇa eva vā &,Sanskrit,GRETIL
"sārvakālaṃ gṛhītavyaṃ % śūdrādapyaṅgiro 'bravīt // Ang_2,8.12 //",Sanskrit,GRETIL
satpātre samanujñātaṃ $ dugdhaṃ yacchucinā bhavet &,Sanskrit,GRETIL
"yathā caupadhikṛtyaṃ syād % dadhnā vā payasāpi vā // Ang_2,8.13 //",Sanskrit,GRETIL
pātrebhyo 'pi tathā grāhyaṃ $ śūdrebhyaḥ prākṛtādapi &,Sanskrit,GRETIL
"śūdraveśmani viprāṇāṃ % kṣīraṃ vā yadi vā dadhi // Ang_2,8.14 //",Sanskrit,GRETIL
nivṛttena na pātavyaṃ $ śūdrānnasadṛśaṃ hi tat &,Sanskrit,GRETIL
"agnyagāre gavāṃ goṣṭhe % nadīvipragṛheṣu ca // Ang_2,8.15 //",Sanskrit,GRETIL
kūpasthāne tathāraṇye $ peyaṃ caiva payo dadhi &,Sanskrit,GRETIL
"āmaṃ māṃsaṃ dadhi ghṛtaṃ % dhānyaṃ kṣīramayauṣadham // Ang_2,8.16 //",Sanskrit,GRETIL
guḍo rasastathodaśvid- $ bhojyānyetāni nityaśaḥ &,Sanskrit,GRETIL
"aśṛtaṃ cāranālaṃ ca % tāmbūlaṃ saktavastilāḥ // Ang_2,8.17 //",Sanskrit,GRETIL
phalāni piṇyākamatho $ grāhyamauṣadhameva ca &,Sanskrit,GRETIL
"apraṇodyāni medhyāni % pratigrāhyāṇi nityaśaḥ // Ang_2,8.18 //",Sanskrit,GRETIL
sūtake tu yadā vipro $ brahmacārī viśeṣataḥ &,Sanskrit,GRETIL
"pibetpānīyamajñānād % bhuṅakte vā saṃspṛśeta vā // Ang_2,8.19 //",Sanskrit,GRETIL
pānīyapāne kurvīta $ pañcagavyasya prāśanam &,Sanskrit,GRETIL
"trirātropoṣaṇaṃ bhuṅkte % sparśe snānaṃ vidhīyate // Ang_2,8.20 //",Sanskrit,GRETIL
ityāṅgirasadharmaśāstre śūdrānnādiniṣedhakathanaṃ nāmāṣṭamo 'dhyāyaḥ,Sanskrit,GRETIL
navamo 'dhyāyaḥ,Sanskrit,GRETIL
antardaśāhe bhuktvānnaṃ $ sūtake mṛtake 'pi vā &,Sanskrit,GRETIL
"daśarātraṃ pivedvajraṃ % brāhmaṇo brāhmaṇasya tu // Ang_2,9.1 //",Sanskrit,GRETIL
kṣatriyasyārdhamāptaṃ tu $ viśaḥ pañcādhikaṃ tathā &,Sanskrit,GRETIL
"śūdrasyaiva tu bhuktvānnaṃ % tribhirmāsairvyapohati // Ang_2,9.2 //",Sanskrit,GRETIL
āhitāgnistrirātreṇa $ brahmakṣatraviśāmapi &,Sanskrit,GRETIL
"pañcarātraṃ caredbhuktvā % śrotriyasyāgnihotriṇaḥ // Ang_2,9.3 //",Sanskrit,GRETIL
ata ūrdhvaṃ tu snātānāṃ $ māsāśaucaṃ na vidyate &,Sanskrit,GRETIL
"dīkṣitānāṃ ca sarveṣāṃ % rājñāṃ sarvanidhestathā // Ang_2,9.4 //",Sanskrit,GRETIL
sasatre dānadharme ca $ pakvamannaṃ tu garhitam &,Sanskrit,GRETIL
"pañcarātraṃ caredvajraṃ % ṣaḍahaṃ madhyamācaret // Ang_2,9.9 //",Sanskrit,GRETIL
tathā cānyeṣvabhojyeṣu $ vyahamevaṃ samācaret &,Sanskrit,GRETIL
"anāpatsu caredbhaikṣyaṃ % siddhaṃ vastu gṛhe vasan // Ang_2,9.6 //",Sanskrit,GRETIL
daśarātraṃ caredvajram $ āpatsu ca tryahaṃ caret &,Sanskrit,GRETIL
"patitānāṃ ca sarveṣāṃ % bhuktvā cāndrāyaṇaṃ caret // Ang_2,9.7 //",Sanskrit,GRETIL
pratimāsadinaṃ hṛṣṭam $ anyathā patito bhavet &,Sanskrit,GRETIL
"pratisaṃvatsaraṃ vāpi % śrotriyasya bhavedidam // Ang_2,9.8 //",Sanskrit,GRETIL
brahmecārī yatiścāpi $ vidyārthī gurupoṣakaḥ &,Sanskrit,GRETIL
"adhvagaḥ kṣīṇavṛttiśca % ṣaḍete bhikṣukāḥ smṛtāḥ // Ang_2,9.9 //",Sanskrit,GRETIL
vyādhitasya daridrasya $ kuṭumbātpracyutasya ca &,Sanskrit,GRETIL
"adhvānaṃ vā prayātasya % bhaikṣyacaryā vidhīyate // Ang_2,9.10 //",Sanskrit,GRETIL
brahmacārī śunā daṣṭas $ tryahamevaṃ samācaret &,Sanskrit,GRETIL
"gṛhasthastu dvirātraṃ vāpy % ekāhaṃ vāgnihotravān // Ang_2,9.11 //",Sanskrit,GRETIL
nābherūrdhvaṃ tu daṣṭasya $ tadeva dviguṇaṃ bhavet &,Sanskrit,GRETIL
"tadeva dviguṇaṃ vaktre % mūrdhni ceva caturguṇam // Ang_2,9.12 //",Sanskrit,GRETIL
ata ūrdhvaṃ tu yatsnātaḥ $ snānenaiva viśudhyati &,Sanskrit,GRETIL
"sarveṣvevāvakāśeṣu % tadā pravrajitaḥ svayam // Ang_2,9.13 //",Sanskrit,GRETIL
avratī savratī vāpi $ śunā daṣṭastathā dvijaḥ &,Sanskrit,GRETIL
"dṛṣṭāgniṃ hūyamānaṃ tu % sadya eva śucirbhavet // Ang_2,9.14 //",Sanskrit,GRETIL
brāhmaṇī tu śunā daṣṭā $ some dṛṣṭiṃ nipātayet &,Sanskrit,GRETIL
"yadā na dṛśyate somaḥ % prāyaścittaṃ kathaṃ bhavet // Ang_2,9.15 //",Sanskrit,GRETIL
yāṃ diśaṃ tu gataḥ somas $ tāṃ diśaṃ tu vilokayet &,Sanskrit,GRETIL
"somamārgeṇa sā pūtā % pañcagavyena śudhyati // Ang_2,9.16 //",Sanskrit,GRETIL
ityāṅgirasadharmaśāstre abhakṣyabhakṣaṇaprāyaścittavidhirnāma navamo 'dhyāyaḥ,Sanskrit,GRETIL
daśamo 'dhyāyaḥ,Sanskrit,GRETIL
daṇḍādūrdhvaṃ tu yatnena $ praharettu nipātayet &,Sanskrit,GRETIL
"dviguṇaṃ govrataṃ tasya % prāyaścittaṃ vidhīyate // Ang_2,10.1 //",Sanskrit,GRETIL
daṇḍalakṣaṇam,Sanskrit,GRETIL
aṅguṣṭhamātraṃ sthūlaḥ syād $ bāhumātrapramāṇataḥ &,Sanskrit,GRETIL
"sārdraśca sapalāśaśca % daṇḍa ityabhidhīyate // Ang_2,10.2 //",Sanskrit,GRETIL
gavāṃ rodhanādinā maraṇe,Sanskrit,GRETIL
rodhane bandhane vāpi $ yojane vā gavāṃ rujā &,Sanskrit,GRETIL
"utpanne maraṇe vāpi % nimittaṃ tatra vidyate // Ang_2,10.3 //",Sanskrit,GRETIL
pādamekaṃ caredrodhe $ dvau pādau bandhane caret &,Sanskrit,GRETIL
"yojanaṃ pādahīnaṃ syāc % caretsarvaṃ nipātane // Ang_2,10.4 //",Sanskrit,GRETIL
